user_id,item_id,sentiment,items_count,playtime_forever,genres,app_name,price,developer,release_year
czarplays,730,1,42,73868.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198073775164,105600,1,80,5402.0,Action,Terraria,9.99,Re-Logic,2011.0
SpookyTheNotCuteGhost,4000,1,41,124773.0,Indie,Garry's Mod,9.99,Facepunch Studios,2006.0
76561198099408755,384180,2,185,253.0,Free to Play,Prominence Poker,0.0,Pipeworks Studio,2016.0
76561198075153461,730,0,109,52070.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198043232952,252950,1,200,16298.0,Action,Rocket League®,19.99,"Psyonix, Inc.",2015.0
gearlan,304930,1,170,2562.0,Action,Unturned,0.0,Smartly Dressed Games,2017.0
76561198080574444,49520,2,80,10205.0,Action,Borderlands 2,19.99,"Gearbox Software,Aspyr (Mac &amp; Linux)",2012.0
thets_racist,301520,2,77,16673.0,Action,Robocraft,0.0,Freejam,2017.0
DakiniBrave,206440,0,273,214.0,Adventure,To the Moon,9.99,Freebird Games,2011.0
76561198073350442,326460,2,29,364.0,Action,ShellShock Live,6.99,kChamp Games,2015.0
76561198099912561,233450,2,18,3970.0,Indie,Prison Architect,29.99,Introversion Software,2015.0
Dubzayyy,332800,0,165,115.0,Indie,Five Nights at Freddy's 2,7.99,Scott Cawthon,2014.0
ImTheSloth,271590,1,339,7613.0,Action,Grand Theft Auto V,39.99,Rockstar North,2015.0
twinturboskyline,55230,1,640,1563.0,Action,Saints Row: The Third,9.99,Volition,2011.0
Dansnaith,730,0,168,1115.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198057762473,304050,1,34,522.0,Action,Trove,0.0,Trion Worlds,2015.0
76561198089650922,8870,1,52,548.0,Action,BioShock Infinite,29.99,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2013.0
greedylilshit,6060,1,141,682.0,Action,"Star Wars: Battlefront 2 (Classic, 2005)",9.99,Pandemic Studios,2005.0
rainbowexplosian,224260,1,275,238.0,Action,No More Room in Hell,0.0,No More Room in Hell Team,2011.0
Alpha_m0use,252490,0,170,10715.0,Action,Rust,19.99,Facepunch Studios,2013.0
76561198072343532,730,2,73,48693.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198047633346,1250,2,112,16648.0,Action,Killing Floor,19.99,Tripwire Interactive,2009.0
76561198048139138,221380,2,55,2161.0,Strategy,Age of Empires II HD,19.99,"Skybox Labs,Hidden Path Entertainment,Ensemble Studios",2013.0
hardtostopme,318220,1,557,275.0,Action,Enforcer: Police Crime Action,19.99,Odin Game Studio,2014.0
DarkKnight2599,730,2,78,45614.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198093167547,105600,1,102,1706.0,Action,Terraria,9.99,Re-Logic,2011.0
Darknight234,730,1,388,118606.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
Thedarkpotato,250900,1,183,6810.0,Action,The Binding of Isaac: Rebirth,14.99,"Nicalis, Inc.",2014.0
The_Dark_Liger,262060,2,65,302.0,Indie,Darkest Dungeon®,24.99,Red Hook Studios,2016.0
Dark_samaCH_PONY,289650,1,246,4367.0,Action,Assassin's Creed® Unity,29.99,Ubisoft,2014.0
ImaMemerxxx,359550,2,55,3833.0,Action,Tom Clancy's Rainbow Six® Siege,14.99,Ubisoft Montreal,2015.0
DANGERMOOOUSE,22370,2,132,5618.0,RPG,Fallout 3: Game of the Year Edition,19.99,Bethesda Game Studios,2009.0
agenteagle,60,0,1158,405.0,Action,Ricochet,4.99,Valve,2000.0
DarthDunsparce,6060,1,69,1359.0,Action,"Star Wars: Battlefront 2 (Classic, 2005)",9.99,Pandemic Studios,2005.0
darvvin,365670,1,102,5586.0,Animation &amp; Modeling,Blender,0.0,Blender Foundation,2015.0
Dascuugen,34900,0,409,652.0,Indie,Bad Rats: the Rats' Revenge,0.99,Invent4 Entertainment,2009.0
Dwash,49600,1,137,388.0,Action,Beat Hazard,9.99,Cold Beam Games,2010.0
quickquack,730,2,18,10148.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198068148027,227300,2,38,914.0,Indie,Euro Truck Simulator 2,19.99,SCS Software,2013.0
DerpGaming,730,2,92,46326.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
FDAOP,620,2,468,2115.0,Action,Portal 2,19.99,Valve,2011.0
_Daughter_,730,1,166,33045.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198064372862,322910,2,124,491.0,Action,"Warhammer 40,000: Regicide",14.99,Hammerfall Publishing,2015.0
yourmumshouselolswag420blaze,221380,2,23,17106.0,Strategy,Age of Empires II HD,19.99,"Skybox Labs,Hidden Path Entertainment,Ensemble Studios",2013.0
NymphIsBae,261640,1,89,3442.0,Action,Borderlands: The Pre-Sequel,39.99,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",2014.0
dayfoe,250900,1,47,771.0,Action,The Binding of Isaac: Rebirth,14.99,"Nicalis, Inc.",2014.0
dazisbored,8870,2,343,757.0,Action,BioShock Infinite,29.99,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2013.0
golddragon888,730,2,107,5445.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
OrangJagoBanget,730,1,28,24568.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
deadtrooper6424,327890,1,111,371.0,Action,I am Bread,12.99,Bossa Studios,2015.0
76561198075026598,730,2,32,68632.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198058858525,8190,2,118,1885.0,Action,Just Cause 2,14.99,Avalanche Studios,2010.0
76561198037086921,368230,0,206,337.0,Indie,Kingdom: Classic,4.99,"Noio,Licorice",2015.0
deathlord549,221100,2,60,660.0,Action,DayZ,34.99,Bohemia Interactive,2013.0
76561198079557901,730,1,113,39031.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
decnov81,105600,2,58,6095.0,Action,Terraria,9.99,Re-Logic,2011.0
decronus,257510,1,527,2035.0,Action,The Talos Principle,39.99,Croteam,2014.0
flyinghigherthanakite,219150,2,180,141.0,Action,Hotline Miami,9.99,Dennaton Games,2012.0
76561198043580332,242760,2,66,1135.0,Action,The Forest,14.99,Endnight Games Ltd,2014.0
SuicidalSpree,287700,2,87,6170.0,Action,METAL GEAR SOLID V: THE PHANTOM PAIN,19.99,Konami Digital Entertainment,2015.0
Gillus,4000,1,98,31285.0,Indie,Garry's Mod,9.99,Facepunch Studios,2006.0
76561198097700773,242860,1,121,2216.0,Action,Verdun,24.99,"M2H,Blackmill Games",2015.0
Delirious_Panda,332500,1,120,1293.0,Action,GRAV,19.99,"BitMonster, Inc.",2015.0
dellerd,236850,1,516,5430.0,Simulation,Europa Universalis IV,39.99,Paradox Development Studio,2013.0
76561198061157859,730,2,146,13920.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
aeternum_solus,267600,1,207,12.0,Simulation,Airport Simulator 2014,9.99,United Independent Entertainment GmbH,2013.0
majorduck,265930,0,408,57.0,Casual,Goat Simulator,9.99,Coffee Stain Studios,2014.0
Demalice,8930,2,53,9574.0,Strategy,Sid Meier's Civilization® V,29.99,"Firaxis Games,Aspyr (Mac, Linux)",2010.0
Denroxyou,282440,0,111,2781.0,Action,Quake Live™,9.99,id Software,2010.0
76561198143796448,4000,1,23,5185.0,Indie,Garry's Mod,9.99,Facepunch Studios,2006.0
denko1,221100,0,126,569.0,Action,DayZ,34.99,Bohemia Interactive,2013.0
Denzham,240,2,123,156186.0,Action,Counter-Strike: Source,19.99,Valve,2004.0
TfhuAWGscvg,521570,0,277,54.0,Casual,You Have 10 Seconds 2,0.0,Tamationgames,2016.0
rgnr81,224600,1,68,784.0,Action,Defiance,0.0,"Trion Worlds, Inc.",2014.0
Tomohawk09,730,2,92,61756.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198068685888,42960,1,124,11615.0,Strategy,Victoria II,19.99,Paradox Development Studio,2010.0
76561198058177580,410340,1,47,612.0,Indie,Liftoff,19.99,LuGus Studios,2015.0
76561198089665351,221100,2,201,13598.0,Action,DayZ,34.99,Bohemia Interactive,2013.0
arasuki,391540,1,179,659.0,Indie,Undertale,9.99,tobyfox,2015.0
76561198097638512,48700,1,129,22875.0,Action,Mount & Blade: Warband,19.99,TaleWorlds Entertainment,2010.0
317984739321,730,2,75,65555.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
eel_deuce,8930,2,116,21515.0,Strategy,Sid Meier's Civilization® V,29.99,"Firaxis Games,Aspyr (Mac, Linux)",2010.0
76561198064109096,45760,1,19,20104.0,Action,Ultra Street Fighter® IV,29.99,Capcom,2014.0
Deus_VuIt,730,2,82,21358.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
Devilmoo11,311210,1,182,503.0,Action,Call of Duty®: Black Ops III,59.99,Treyarch,2015.0
devoid,263280,1,816,1747.0,Adventure,SPINTIRES™,14.99,Oovee® Game Studios,2014.0
76561198069279256,301520,0,55,7938.0,Action,Robocraft,0.0,Freejam,2017.0
potatomemed123321,367580,0,86,308.0,Casual,Hook,0.99,"Maciej Targoni,Wojciech Wasiak",2015.0
trumpsupporter,304930,2,106,2634.0,Action,Unturned,0.0,Smartly Dressed Games,2017.0
edwarddavis,206500,2,129,3194.0,Action,AirMech Strike,0.0,Carbon Games,2012.0
BioFlashPC,4000,2,95,23973.0,Indie,Garry's Mod,9.99,Facepunch Studios,2006.0
76561198029987469,261030,1,113,1430.0,Adventure,The Walking Dead: Season 2,24.99,Telltale Games,2013.0
Poopsnugg,241560,0,399,543.0,Action,The Crew™,29.99,Ivory Tower in collaboration with Ubisoft Reflections,2014.0
Jollyjawa,230410,1,207,9816.0,Action,Warframe,0.0,Digital Extremes,2013.0
BOOTHEGHOSTgaming,50300,2,317,249.0,Action,Spec Ops: The Line,29.99,Yager Development,2012.0
76561198093468239,34900,1,81,7.0,Indie,Bad Rats: the Rats' Revenge,0.99,Invent4 Entertainment,2009.0
76561198100915105,310380,1,17,8.0,Action,Fractured Space,0.0,Edge Case Games Ltd.,2016.0
YumiHayashibiara,304050,2,56,5098.0,Action,Trove,0.0,Trion Worlds,2015.0
digirice,250620,1,309,172.0,Action,Among the Sleep - Enhanced Edition,16.99,Krillbite Studio,2017.0
76561198057178277,227860,2,401,551.0,Indie,Castle Story,24.99,Sauropod Studio,2017.0
76561198033457836,730,0,73,51945.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
Dimmerworld,346010,1,395,317.0,Indie,Besiege,7.99,Spiderling Studios,2015.0
DimmortalZ,730,0,67,26252.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198094455687,230410,2,20,992.0,Action,Warframe,0.0,Digital Extremes,2013.0
klDINO,550,2,56,7725.0,Action,Left 4 Dead 2,19.99,Valve,2009.0
76561198052090943,322330,1,68,13800.0,Adventure,Don't Starve Together,14.99,Klei Entertainment,2016.0
76561198082614655,206190,2,84,442.0,Action,Gunpoint,9.99,Suspicious Developments,2013.0
76561198055330941,209870,2,75,2427.0,Action,Blacklight: Retribution,0.0,Hardsuit Labs,2012.0
SassyLemon,8870,1,197,769.0,Action,BioShock Infinite,29.99,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2013.0
Discoflw,204360,1,95,5096.0,Action,Castle Crashers®,14.99,The Behemoth,2012.0
76561198046311245,22370,1,136,264.0,RPG,Fallout 3: Game of the Year Edition,19.99,Bethesda Game Studios,2009.0
76561198086936067,314160,2,66,5264.0,Simulation,Microsoft Flight Simulator X: Steam Edition,24.99,Microsoft Game Studios,2006.0
DisturbedDope23,730,1,96,98101.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
291129112911291129112911,21100,0,68,313.0,Action,F.E.A.R. 3,19.99,Day 1 Studios,2011.0
20041213,304930,0,27,6402.0,Action,Unturned,0.0,Smartly Dressed Games,2017.0
Dividolp,113200,2,39,3412.0,Action,The Binding of Isaac,4.99,Edmund McMillen and Florian Himsl,2011.0
76561198070343396,221260,1,143,211.0,Adventure,Little Inferno,9.99,Tomorrow Corporation,2012.0
djnemonic,274170,0,3876,2797.0,Action,Hotline Miami 2: Wrong Number,14.99,Dennaton Games,2015.0
carsa2k,33930,2,208,14187.0,Action,Arma 2: Operation Arrowhead,19.99,Bohemia Interactive,2010.0
NoNameAnonymous,51100,1,56,186.0,Action,Tactical Intervention,0.0,"FIX Korea, Co.LTD,FIX Games, Co. LTD",2013.0
76561197998876897,346010,2,26,81.0,Indie,Besiege,7.99,Spiderling Studios,2015.0
76561198084087283,4700,1,60,1910.0,Strategy,Medieval II: Total War™,19.99,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2006.0
jvkzero,47870,0,239,516.0,Racing,Need For Speed: Hot Pursuit,19.99,Criterion Games,2010.0
4432XABLAU,407840,1,204,290.0,Action,Guardians of Orion,0.99,"Trek Industries, Inc",2015.0
dodado1,394690,1,52,3710.0,Action,Tower Unite,14.99,PixelTail Games,2016.0
Ninjinius,24960,0,173,608.0,Action,Battlefield: Bad Company™ 2,19.99,DICE,2010.0
76561198070174597,250260,1,64,426.0,Adventure,Jazzpunk: Director's Cut,14.99,Necrophone Games,2014.0
Enemyofthetroll,17080,0,93,7002.0,Action,Tribes: Ascend,0.0,Hi-Rez Studios,2012.0
apotatodealer,240,2,72,10031.0,Action,Counter-Strike: Source,19.99,Valve,2004.0
MEOWYMEOOWWEWEW,312530,1,136,1863.0,Action,Duck Game,12.99,Landon Podbielski,2015.0
randyy242,326410,0,514,483.0,Action,Windward,9.99,Tasharen Entertainment Inc.,2015.0
urmumdiedxd,730,1,25,9822.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
kozleewat,730,1,29,40791.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
tRollioi,4000,1,152,70241.0,Indie,Garry's Mod,9.99,Facepunch Studios,2006.0
Dolphinquack,433340,1,92,407.0,Action,Slime Rancher,19.99,Monomi Park,2017.0
kharr999,248650,1,425,55.0,Adventure,Draw a Stickman: EPIC,3.99,Hitcents,2013.0
76561197996524718,233130,2,594,1257.0,Action,Shadow Warrior,39.99,Flying Wild Hog,2013.0
76561198082639535,730,2,113,25028.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
JD_WCE,265930,1,51,428.0,Casual,Goat Simulator,9.99,Coffee Stain Studios,2014.0
76561198079228209,105600,2,32,1796.0,Action,Terraria,9.99,Re-Logic,2011.0
doogi,221640,0,262,151.0,Action,Super Hexagon,2.99,Terry Cavanagh,2012.0
DOOMBOY12345,241560,1,156,2645.0,Action,The Crew™,29.99,Ivory Tower in collaboration with Ubisoft Reflections,2014.0
Suparcoffeeninja,4580,1,223,3575.0,Strategy,"Warhammer® 40,000: Dawn of War® - Dark Crusade",12.99,Relic Entertainment,2006.0
76561198073248766,231430,2,117,45553.0,Strategy,Company of Heroes 2,19.99,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2013.0
76561198143395684,107410,1,192,4240.0,Action,Arma 3,39.99,Bohemia Interactive,2013.0
76561198053351607,287700,1,49,3031.0,Action,METAL GEAR SOLID V: THE PHANTOM PAIN,19.99,Konami Digital Entertainment,2015.0
76561198082881423,240,1,89,699.0,Action,Counter-Strike: Source,19.99,Valve,2004.0
nolosing,49520,1,448,13802.0,Action,Borderlands 2,19.99,"Gearbox Software,Aspyr (Mac &amp; Linux)",2012.0
Droleee,380,1,123,12.0,Action,Half-Life 2: Episode One,7.99,Valve,2006.0
Dozza_The_Wozza,417860,0,77,75.0,Adventure,Emily is Away,0.0,Kyle Seeley,2015.0
DefNotPeter,70400,1,322,499.0,RPG,Recettear: An Item Shop's Tale,19.99,EasyGameStation,2010.0
76561197965208032,282070,0,325,118.0,Adventure,This War of Mine,19.99,11 bit studios,2014.0
tallme22,730,2,219,69052.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
pixelturtle,107410,2,115,2295.0,Action,Arma 3,39.99,Bohemia Interactive,2013.0
not_a_weeaboo,318430,2,142,10.0,Adventure,Squishy the Suicidal Pig,1.99,"Tomi Maarela,Elias Viglione",2014.0
76561198073666829,730,1,36,18256.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198028843194,209080,2,165,3094.0,Action,Guns of Icarus Online,4.99,Muse Games,2012.0
76561198043636856,245170,2,190,335.0,Action,Skullgirls,9.99,Lab Zero Games,2013.0
76561198074479756,245470,1,75,378.0,Indie,Democracy 3,24.99,Positech Games,2013.0
Draydian,730,2,32,27501.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
drazsyker,346110,1,407,21069.0,Action,ARK: Survival Evolved,59.99,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",2017.0
millplaygame,249130,2,327,2281.0,Action,LEGO® Marvel™ Super Heroes,19.99,Traveller's Tales,2013.0
76561198045470612,221040,2,77,763.0,Action,Resident Evil 6 / Biohazard 6,29.99,Capcom,2013.0
76561198084623564,214950,2,25,207.0,Strategy,Total War™: ROME II - Emperor Edition,59.95,Creative Assembly,2013.0
drako227,730,1,40,108197.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
xDrkx,220200,1,87,27942.0,Indie,Kerbal Space Program,39.99,Squad,2015.0
76561198050271217,201810,1,42,1297.0,Action,Wolfenstein: The New Order,19.99,Machine Games,2014.0
Drocadile,219150,1,206,194.0,Action,Hotline Miami,9.99,Dennaton Games,2012.0
76561198014421677,7830,0,63,1177.0,Strategy,Men of War™,4.99,Best Way,2009.0
droidcommandohero,9420,2,89,30511.0,Strategy,Supreme Commander: Forged Alliance,14.99,Gas Powered Games,2011.0
droids18,730,2,50,20445.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
Mexican-Putin,48700,2,61,4165.0,Action,Mount & Blade: Warband,19.99,TaleWorlds Entertainment,2010.0
76561198079218581,34900,2,116,5.0,Indie,Bad Rats: the Rats' Revenge,0.99,Invent4 Entertainment,2009.0
76561198063882554,200210,2,102,44306.0,Action,Realm of the Mad God,0.0,Wild Shadow Studios,2012.0
SpiicyOrange,291550,2,290,556.0,Action,Brawlhalla,0.0,Blue Mammoth Games,2017.0
76561198075369739,304050,2,46,201.0,Action,Trove,0.0,Trion Worlds,2015.0
drunkchef,212680,2,57,1194.0,Indie,FTL: Faster Than Light,9.99,Subset Games,2012.0
KeepTheChangeYouFilthyAnimal,363970,2,154,18080.0,Adventure,Clicker Heroes,0.0,Playsaurus,2015.0
NuClearBomba,261030,2,43,598.0,Adventure,The Walking Dead: Season 2,24.99,Telltale Games,2013.0
gingerninger,4000,1,281,35894.0,Indie,Garry's Mod,9.99,Facepunch Studios,2006.0
DubberRucky,39120,2,51,1733.0,Free to Play,RIFT,0.0,Trion Worlds,2013.0
dubstep3000,268500,2,148,2679.0,Strategy,XCOM® 2,59.99,"Firaxis,Feral Interactive (Mac),Feral Interactive (Linux)",2016.0
BESTPERSON,232010,0,353,19.0,Indie,Euro Truck Simulator,4.99,SCS Software,2008.0
TheDucktor,326460,2,177,2180.0,Action,ShellShock Live,6.99,kChamp Games,2015.0
Duckuy,620,2,56,780.0,Action,Portal 2,19.99,Valve,2011.0
dudumon,730,2,51,20155.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
flamingdrag00n,620,2,37,731.0,Action,Portal 2,19.99,Valve,2011.0
76561198068392470,354380,0,76,200.0,Action,Assassin’s Creed® Chronicles: China,9.99,Climax Studios,2015.0
rosalindo,242800,1,266,258.0,Action,Day One : Garry's Incident,2.99,Wild Games Studio,2013.0
MAKLO_GEMING_xDDDD,24240,1,140,1231.0,Action,PAYDAY™ The Heist,14.99,OVERKILL Software,2011.0
PrintedinGold,220440,2,281,987.0,Action,DmC: Devil May Cry,29.99,Ninja Theory,2013.0
76561198036933069,9450,2,54,1176.0,Strategy,"Warhammer® 40,000: Dawn of War® - Soulstorm",12.99,Relic Entertainment,2008.0
Asyamercilicious,391540,1,87,2051.0,Indie,Undertale,9.99,tobyfox,2015.0
76561198046914681,49520,0,78,10056.0,Action,Borderlands 2,19.99,"Gearbox Software,Aspyr (Mac &amp; Linux)",2012.0
pizzerman,391540,2,83,521.0,Indie,Undertale,9.99,tobyfox,2015.0
76561198045698134,219640,2,18,1202.0,Action,Chivalry: Medieval Warfare,24.99,Torn Banner Studios,2012.0
76561198098852080,730,2,24,14148.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
Legendld,304930,2,142,1124.0,Action,Unturned,0.0,Smartly Dressed Games,2017.0
76561198084685872,730,0,58,42284.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
ineedacsgolobu,730,1,78,87901.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
landaishan,379720,2,79,464.0,Action,DOOM,29.99,id Software,2016.0
ecobro3,42910,1,23,587.0,Action,Magicka,9.99,Arrowhead Game Studios,2011.0
76561198094321155,241260,1,155,760.0,Adventure,Sherlock Holmes: Crimes and Punishments,29.99,Frogwares,2014.0
76561198005576563,213670,2,214,780.0,Action,South Park™: The Stick of Truth™,29.99,Obsidian Entertainment,2014.0
NinjaPrei,22600,1,53,435.0,Strategy,Worms Reloaded,19.99,Team17 Digital Ltd,2010.0
Highpancake,291550,1,75,894.0,Action,Brawlhalla,0.0,Blue Mammoth Games,2017.0
76561198062533699,301520,0,92,820.0,Action,Robocraft,0.0,Freejam,2017.0
edyac,218230,1,182,11693.0,Action,PlanetSide 2,0.0,Daybreak Game Company,2012.0
Eehee,730,1,341,59176.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198038228033,12110,1,106,640.0,Action,Grand Theft Auto: Vice City,9.99,Rockstar Games,2003.0
senpiflesh,417860,1,100,91.0,Adventure,Emily is Away,0.0,Kyle Seeley,2015.0
eiberg10,267530,1,81,963.0,Action,The LEGO® Movie - Videogame,19.99,"TT Fusion,Traveller's Tales,Feral Interactive (Mac)",2014.0
eiglow,306130,2,52,6718.0,Massively Multiplayer,The Elder Scrolls® Online: Tamriel Unlimited™,19.99,Zenimax Online Studios,2014.0
564743553uy5367,730,1,52,59857.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198041122979,239820,1,219,3217.0,Casual,Game Dev Tycoon,9.99,Greenheart Games,2013.0
the_commissariat,4580,1,47,6192.0,Strategy,"Warhammer® 40,000: Dawn of War® - Dark Crusade",12.99,Relic Entertainment,2006.0
76561198068550186,4000,0,97,27115.0,Indie,Garry's Mod,9.99,Facepunch Studios,2006.0
CRAWLING-ON-MY-CRAWL,105600,1,92,8778.0,Action,Terraria,9.99,Re-Logic,2011.0
76561198073902962,417860,1,45,66.0,Adventure,Emily is Away,0.0,Kyle Seeley,2015.0
pejelagarto0,55230,2,133,7095.0,Action,Saints Row: The Third,9.99,Volition,2011.0
76561198103357676,271590,1,60,41016.0,Action,Grand Theft Auto V,39.99,Rockstar North,2015.0
76561198100006420,223710,2,80,33.0,Action,Cry of Fear,0.0,Team Psykskallar,2013.0
thomas_v2000,220,0,130,1322.0,Action,Half-Life 2,9.99,Valve,2004.0
Hugenanagugu2,730,0,82,42169.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198011493875,383870,2,167,213.0,Adventure,Firewatch,19.99,Campo Santo,2016.0
76561198056652803,237930,2,134,457.0,Action,Transistor,19.99,Supergiant Games,2014.0
elektro_haus,730,2,342,19258.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561198060785575,252490,1,39,2927.0,Action,Rust,19.99,Facepunch Studios,2013.0
elind21,243470,1,29,5120.0,Action,Watch_Dogs™,29.99,Ubisoft,2014.0
76561198069687708,8870,1,77,406.0,Action,BioShock Infinite,29.99,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2013.0
elkpodeush,730,0,32,5840.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
Elkurr,48000,1,66,142.0,Adventure,LIMBO,9.99,Playdead,2011.0
elrims,319630,2,141,1477.0,Action,Life is Strange - Episode 1,0.0,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2015.0
Elt0r,271590,1,155,2567.0,Action,Grand Theft Auto V,39.99,Rockstar North,2015.0
76561198071534186,216150,0,154,3140.0,Casual,MapleStory,0.0,Nexon,2012.0
76561198045272489,6060,2,93,784.0,Action,"Star Wars: Battlefront 2 (Classic, 2005)",9.99,Pandemic Studios,2005.0
Ember1654,200210,2,254,2399.0,Action,Realm of the Mad God,0.0,Wild Shadow Studios,2012.0
76561198088869440,346250,2,62,15.0,Adventure,The Old Tree,0.0,Red Dwarf Games,2012.0
76561198065344627,109600,1,43,468.0,Action,Neverwinter,0.0,Cryptic Studios,2013.0
76561198112984906,220240,2,31,4642.0,Action,Far Cry 3,19.99,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2012.0
76561198053524100,206500,1,62,685.0,Action,AirMech Strike,0.0,Carbon Games,2012.0
CaptainCrytec,230410,1,99,97257.0,Action,Warframe,0.0,Digital Extremes,2013.0
epiclyralphy,346110,2,503,7424.0,Action,ARK: Survival Evolved,59.99,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",2017.0
youareverygay,248570,0,98,8171.0,Action,Toribash,0.0,Nabi Studios,2006.0
chumlee0409,433850,1,52,7414.0,Action,H1Z1,19.99,Daybreak Game Company,2016.0
doyouwantorp,319510,0,73,233.0,Indie,Five Nights at Freddy's,4.99,Scott Cawthon,2014.0
Eralus,361800,2,280,1765.0,Indie,Tree of Life,19.99,oddonegames,2017.0
radiusstep,304930,1,83,2044.0,Action,Unturned,0.0,Smartly Dressed Games,2017.0
escapetradingprofile,730,0,92,62758.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
esem88,4920,2,67,198.0,Action,Natural Selection 2,9.99,Unknown Worlds Entertainment,2012.0
76561198095949314,250900,2,140,1525.0,Action,The Binding of Isaac: Rebirth,14.99,"Nicalis, Inc.",2014.0
Esvada,347830,1,64,695.0,RPG,Fairy Fencer F,29.99,"Idea Factory,Compile Heart",2015.0
DEx-XYZ,304930,2,42,2791.0,Action,Unturned,0.0,Smartly Dressed Games,2017.0
eterna_amn,8190,0,107,9579.0,Action,Just Cause 2,14.99,Avalanche Studios,2010.0
76561198070692098,242760,1,55,3969.0,Action,The Forest,14.99,Endnight Games Ltd,2014.0
TempestNZ,204880,1,112,18420.0,Indie,Sins of a Solar Empire®: Rebellion,39.99,"Ironclad Games,Stardock Entertainment",2012.0
Etoka,42890,2,215,1850.0,Strategy,Sword of the Stars: Complete Collection,9.99,Kerberos Productions Inc.,2008.0
Pinguinbeta18,113200,1,374,5683.0,Action,The Binding of Isaac,4.99,Edmund McMillen and Florian Himsl,2011.0
Eudanil,222730,2,336,480.0,Indie,Reus,9.99,Abbey Games,2013.0
76561198048578169,211420,1,42,3323.0,Action,DARK SOULS™: Prepare To Die™ Edition,19.99,FromSoftware,2012.0
Tropic_Thunder_,4000,1,43,25549.0,Indie,Garry's Mod,9.99,Facepunch Studios,2006.0
Eviloverlord1987BC,283880,1,429,1535.0,Adventure,Heroine's Quest: The Herald of Ragnarok,2.99,Crystal Shard,2014.0
76561198102826090,730,1,13,40023.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
76561197981374310,219990,2,205,1017.0,Action,Grim Dawn,24.99,Crate Entertainment,2016.0
76561198128996717,313120,2,57,1005.0,Adventure,Stranded Deep,14.99,Beam Team Games,2015.0
Exodus20010,550,1,48,9459.0,Action,Left 4 Dead 2,19.99,Valve,2009.0
fam4,730,2,67,83431.0,Action,Counter-Strike: Global Offensive,14.99,Valve,2012.0
